,Unnamed: 0,heading,website,code,status
250,0,Plancontract Immobilien GmbH,http://www.plancontract.de,200.0,OK
251,1,Planen Bauen Wohnen Immobilien + Projektmanagement,http://www.pbw-bochum.de,200.0,OK
252,2,Proceed Portfolio Services GmbH,http://www.portfolio-services.de,200.0,OK
253,3,"ProImmobilia Verwaltungsgesellschaft für Haus- und Grundbesitz mbH, Büro Essen Hausverwaltung",http://www.proim.de/,200.0,OK
254,4,Puzzles Immobilien GmbH,http://www.puzzles-immobilien.de.tl,404.0,Not Found
255,5,QSG Immobilien GmbH,http://www.qsg-immobilien.de,200.0,OK
256,6,Quadt Immobilien Grundstücks-u. Häusermakler,http://www.immobilien-quadt.com,404.0,Not Found
257,7,R.E.S. Retail Estate Services R. Kamp,http://www.res-immobilien.de,200.0,OK
258,8,RALPHHAGEDORN GmbH - Estate of the Art,http://www.ralphhagedorn.de,200.0,OK
259,9,RdB Trade & Finance GmbH,http://www.rdb-real-estate.com,200.0,OK
260,0,RDH Immobilien oHG Immobilienmakler,http://www.rdh-immobilien.de,403.0,OK
261,1,RINNE IMMOBILIEN,http://www.rinne-immobilien.de,200.0,OK
262,2,Rossig Immobilien GmbH & Co. KG,http://www.rossig-partner.de,200.0,OK
263,3,Rrio Essen,http://www.rrio-essen.de,404.0,Not Found
264,4,RÜ-Immobilien Petra Raulf,http://www.rue-immobilien.de,200.0,OK
265,5,Santos Castle Leonel da Cruz Santos Immobilien & Projektmanagement,http://www.santos-castle.de,200.0,OK
266,6,Scherer M.Sc. REM + CPM Dennis,http://www.archunlimited.de,200.0,OK
267,7,"Schmidt GbR, Immobilienverwaltung Bernhard Schmidt",http://www.akblog.de,200.0,OK
268,8,SELECT immobilien Helmut Mertens,http://www.select-essen.de,404.0,Not Found
269,9,Serences Immobilien,http://www.serences.de,200.0,OK
270,0,STERZING IMMOBILIEN André Sterzing,http://www.sterzing-immobilien.de,200.0,OK
271,1,STERZING IMMOBILIEN André Sterzing,http://www.sterzing-immobilien.de,200.0,OK
272,2,Terrawest -Immobilien,http://www.terrawest.de,403.0,OK
273,3,TST-Management Inh. Mladen Tomasevic,http://www.tst-touristik.de,200.0,OK
274,4,UNT Group GmbH,http://www.metal-group.de,200.0,OK
275,5,van Marwick & Partner,http://www.vmp-immobilien.de,200.0,OK
276,6,VIATEC Dienste GmbH,http://www.viatecta.de,200.0,OK
277,7,we-Immobilien,http://www.we-immobilien.de,200.0,OK
278,8,Wiencke Immobilien- und Handelsgesellschaft mbH,http://www.wiencke.de,200.0,OK
279,9,wirvermietendeineimmobilie.de,https://www.wirvermietendeineimmobilie.de/,404.0,Not Found
280,0,wirvermietendeineimmobilie.de,https://www.wirvermietendeineimmobilie.de/,404.0,Not Found
281,1,Wohnberatung individuell Tenbergen Ursula,http://www.wohnberatung-individuell.de,404.0,Not Found
282,2,Haus + Wohnen Immobiliengesellschaft,http://www.hwe-immobilien.com,200.0,OK
283,3,Haus + Wohnen Immobiliengesellschaft,http://www.hwe-immobilien.com,200.0,OK
284,4,Insolva Christian Nellen Immobilien,http://www.insolva.de,200.0,OK
285,5,SM Immobilien - Kemmerling Andre,,404.0,Not Found
286,6,Alba Grundstücksverwaltung GmbH Haus- und Grundstücksverwaltung,,404.0,Not Found
287,7,Andersen & Tilch Grundvermögen AG,http://www.andersen-hotels.de,404.0,Not Found
288,8,Eugen Lehmkühler GmbH Immobiliendienstleistungen,,404.0,Not Found
289,9,Ideal Marketing GmbH Agentur für Immobilien,http://idealmarketinggmbh.de,404.0,Not Found
290,0,Neufert Wolfram Consultant,,404.0,Not Found
291,1,"Schulz, Heidrich Immobilien",,404.0,Not Found
292,2,Wloka Immobilien-Verwaltung GmbH,http://www.wloka-immobilien.de,404.0,Not Found
293,3,AREA Immobilien GmbH,,404.0,Not Found
294,4,Bauer Heinz Immobilien,,404.0,Not Found
295,5,COMUNITHY Wohnimmobilien GmbH Immobilienunternehmen,,404.0,Not Found
296,6,Domicil Generalunternehmung Immobilienbüro,,404.0,Not Found
297,7,H&H Hütter Immobilien- und Verwaltungsgesellschaft mbH Immobilienmakler,,404.0,Not Found
298,8,IMODOM GmbH,,404.0,Not Found
299,9,Makler Essen Maklerbüro für Immobilien,,404.0,Not Found
300,0,Maraton KG,,404.0,Not Found
301,1,RONA Immobilien GmbH Agentur für Immobilienmanagement,,404.0,Not Found
302,2,Schulz Egon Immobilienverwaltung,,404.0,Not Found
303,3,Wilcke Immobilien GmbH,,404.0,Not Found
304,4,Petra Kuptz und Kompagnon Immobilien GmbH,http://www.kuk-immo.de,200.0,OK
305,5,Baumbach Hans-W. Immob.,,404.0,Not Found
306,6,beos-net,,404.0,Not Found
307,7,beos-net,,404.0,Not Found
308,8,Bösener Gerda Immobilien,,404.0,Not Found
309,9,D + Z Gesellschaft für Immobiliendienstleistungen mbh,,404.0,Not Found
310,0,"Dr. Koch & Partner, acasa GmbH",,404.0,Not Found
311,1,Geppert Immobilien GmbH,,404.0,Not Found
312,2,Godehardt Sylvia Immobilien,,404.0,Not Found
313,3,Gördemann G. Immobilien Hausverwaltung,,404.0,Not Found
314,4,Haakshorst Immobilien,,404.0,Not Found
315,5,HGW Enterprises LTD,,404.0,Not Found
316,6,Hildebrandt Hartmut Immobilien,,404.0,Not Found
317,7,Immobilien Frank Jordan Immobilienmarkler,,404.0,Not Found
318,8,Jordan Immobilien Frank,,404.0,Not Found
319,9,Krüger Helmut Immobilien,,404.0,Not Found
